"id","country","city","name","state","zipcode","date","gname","gaddress","website"
"170","usa","muncie","ball state university","in","47306-1022","8/23/2017","Ball State Student Center","2000 W University Ave, Muncie, IN 47306, USA","http://cms.bsu.edu/about/administrativeoffices/studentcenter"
"171","usa","greeley","univ of northern colorado","co","80639","8/23/2017","University of Northern Colorado College of Performing and Visual Arts","501 20th St, Campus Box 30, Greeley, CO 80639, USA","http://arts.unco.edu/"
"172","usa","omaha","creighton university","ne","68178-0001","8/23/2017","Creighton University","2500 California Plaza, Omaha, NE 68178, USA","http://www.creighton.edu/"
"173","usa","west columbia","midlands tech coll","sc","29170-2176","8/23/2017","Midlands Technical College - Airport Campus","1260 Lexington Dr, West Columbia, SC 29170, USA","http://www.midlandstech.edu/"
"174","usa","montgomery","alabama state university","al","36104-5732","8/23/2017","Alabama State University","915 S Jackson St, Montgomery, AL 36104, USA","http://www.alasu.edu/"
"175","usa","coolidge","central arizona coll","az","85128","8/23/2017","Central Arizona College","8470 N Overfield Rd, Coolidge, AZ 85128, USA","http://www.centralaz.edu/"
"176","usa","cumberland","allegany college of maryland","md","215022596","8/23/2017","Allegany College of Maryland","12401 Willowbrook Rd, Cumberland, MD 21502, USA","http://www.allegany.edu/"
"177","usa","salt lake city","university of utah","ut","84112-9156","8/23/2017","The University of Utah","201 Presidents Cir, Salt Lake City, UT 84112, USA","http://www.utah.edu/"
"178","usa","plainview","wayland baptist university","tx","79072","8/23/2017","Wayland Baptist University","1900 W 7th St, Plainview, TX 79072, USA","http://www.wbu.edu/"
"179","usa","raleigh","wake technical comm coll","nc","27603-5655","8/23/2017","Wake Technical Community College","9101 Fayetteville Rd, Raleigh, NC 27603, USA","http://www.waketech.edu/"
"180","usa","madison","dakota state university","sd","57042","8/23/2017","Dakota State University","820 Washington Ave N, Madison, SD 57042, USA","http://www.dsu.edu/"
"181","usa","stillwater","oklahoma state university","ok","74078","8/23/2017","Oklahoma State University","Stillwater, OK 74074, USA","http://go.okstate.edu/"
"182","usa","indianapolis","iupui","in","46202","8/23/2017","Indiana University - Purdue University Indianapolis","420 University Blvd, Indianapolis, IN 46202, USA","https://www.iupui.edu/"
"183","usa","fort myers","florida gulf coast univ","fl","33965-6565","8/23/2017","Florida Gulf Coast University","10501 FGCU Blvd S, Fort Myers, FL 33965, USA","http://www.fgcu.edu/"
"184","usa","virginia beach","tidewater cc-virginia beach","va","23453-1918","8/23/2017","Tidewater Community College Virginia Beach Campus","1700 College Crescent, Virginia Beach, VA 23453, USA","https://www.tcc.edu/campus-life/virginia-beach"
"185","usa","tampa","hillsborough cc/admin","fl","33606","8/23/2017","Hillsborough Community College - Administration","39 Columbia Dr, Tampa, FL 33606, USA","http://www.hccfl.edu/"
"186","usa","tucson","university of arizona","az","85721","8/23/2017","The University of Arizona","Tucson, AZ 85721, USA","http://www.arizona.edu/"
"187","usa","denver","univ of colorado denver","co","80202","8/23/2017","University of Colorado Denver","1201 Larimer St, Denver, CO 80204, USA","http://www.ucdenver.edu/"
"188","usa","honolulu","kapiolani community college","hi","96816","8/23/2017","Kapiʻolani Community College","4303 Diamond Head Rd, Honolulu, HI 96816, USA","https://www.kapiolani.hawaii.edu/"
"189","usa","minneapolis","minneapolis comm &tech coll","mn","55403-1710","8/23/2017","Minneapolis Community & Technical College","1501 Hennepin Ave, Minneapolis, MN 55403, USA","http://www.minneapolis.edu/"
"190","usa","bloomington","normandale cmty college","mn","55431","8/23/2017","Normandale Community College","9700 France Ave S, Bloomington, MN 55431, USA","http://www.normandale.edu/"
"191","usa","carrollton","west ga tech - carroll","ga","30116-6476","8/23/2017","West Georgia Technical College - Carroll Campus","997 Newnan Rd, Carrollton, GA 30116, USA","http://www.westgatech.edu/"
"192","usa","columbus","columbus tech","ga","31904-6535","8/23/2017","Columbus Technical College","928 Manchester Expy, Columbus, GA 31904, USA","http://www.columbustech.edu/"
"193","usa","muscle shoals","nw-shoals comm college-ms","al","35661","8/23/2017","Northwest-Shoals Community College","800 George Wallace Blvd, Muscle Shoals, AL 35661, USA","http://www.nwscc.edu/"
"194","usa","west haven","university of new haven","ct","06516-1916","8/23/2017","University of New Haven","300 Boston Post Rd, West Haven, CT 06516, USA","http://www.newhaven.edu/"
"195","usa","lafayette","univ of louisiana - lafayette","la","70506","8/23/2017","South Louisiana Community College - Lafayette Campus","320 Devalcourt St, Lafayette, LA 70506, USA","http://www.solacc.edu/"
"196","usa","leesburg","beacon college","fl","34748","8/23/2017","Beacon College","105 E Main St, Leesburg, FL 34748, USA","http://www.beaconcollege.edu/"
"197","usa","wichita falls","vernon  college - wichita fall","tx","76308","8/23/2017","Vernon College - Century City Center","4105 Maplewood Ave # A, Wichita Falls, TX 76308, USA","http://www.vernoncollege.edu/"
"198","usa","mesquite","eastfield college","tx","75150","8/23/2017","Eastfield College","3737 Motley Dr, Mesquite, TX 75150, USA","http://www.eastfieldcollege.edu/"
"199","usa","marietta","chattahoochee technical college","ga","30066","8/23/2017","Chattahoochee Tech College","2680 Gordy Pkwy, Marietta, GA 30066, USA","http://www.chattahoocheetech.edu/"
"200","usa","hammond","northshore tech cc - hammond","la","70401-9501","8/23/2017","Northshore Technical Community College - Hammond Campus","111 Pride Dr, Hammond, LA 70401, USA","http://www.northshorecollege.edu/"
"201","usa","st george","dixie state university","ut","84770","8/23/2017","Dixie State University.","225 S 700 E, St George, UT 84770, USA","http://www.dixie.edu/"
"202","usa","phoenix","arizona state univ - downtown","az","85004","8/23/2017","Arizona State University Downtown Phoenix Campus","411 N Central Ave, Phoenix, AZ 85004, USA","https://tours.asu.edu/downtown"
"203","usa","tucson","pima college downtown","az","85709","8/23/2017","Pima Community College - Downtown Campus","1255 N Stone Ave, Tucson, AZ 85709, USA","https://www.pima.edu/campuses-centers/downtown-campus/index.html"
"204","usa","springfield","ozarks technical college","mo","65802-3625","8/23/2017","Ozarks Technical Community College","1001 E Chestnut Expy, Springfield, MO 65802, USA","http://www.otc.edu/"
"205","usa","mayville","mayville state university","nd","58257-1217","8/23/2017","Mayville State University","330 3rd St NE, Mayville, ND 58257, USA","http://www.mayvillestate.edu/"
"206","usa","fresno","cal state u - fresno","ca","93740","8/23/2017","California State University, Fresno","5241 N Maple Ave, Fresno, CA 93740, USA","http://www.fresnostate.edu/"
"207","usa","university","university of mississippi","ms","38677","8/23/2017","University of Mississippi","University, MS 38677, USA","http://www.olemiss.edu/"
"208","usa","poplar bluff","three rivers cmty college","mo","63901","8/23/2017","Three Rivers College","2080 Three Rivers Blvd, Poplar Bluff, MO 63901, USA","http://trcc.edu/"
"209","usa","selma","wallace comm coll - selma","al","36703-2867","8/23/2017","George Corley Wallace State Community College Selma","3000 Earl Goodwin Pkwy, Selma, AL 36703, USA","http://www.wccs.edu/"
"210","usa","omaha","univ of nebraska - omaha","ne","68182-2000","8/23/2017","University of Nebraska Omaha","6001 Dodge St, Omaha, NE 68182, USA","http://unomaha.edu/"
"211","usa","sugar grove","waubonsee comm coll","il","60554","8/23/2017","Waubonsee Community College","Route 47 Waubonsee Drive, Sugar Grove, IL 60554, USA","https://www.waubonsee.edu/"
"212","usa","morehead","morehead state university","ky","40351","8/23/2017","Morehead State University","150 University Blvd, Morehead, KY 40351, USA","http://www.moreheadstate.edu/"
"213","usa","kansas city","univ missouri - kansas city","mo","64110-2446","8/23/2017","University of Missouri-Kansas City","5100 Rockhill Rd, Kansas City, MO 64110, USA","http://www.umkc.edu/"
"214","usa","chandler","chandler-gilbert cc - chandler","az","85225","8/23/2017","Chandler Gilbert Community College","Chandler Gilbert Community College, 2626 E Pecos Rd, Chandler, AZ 85225, USA","null"
"215","usa","athens","university of georgia","ga","30602","8/23/2017","The University of Georgia","Athens, GA 30602, USA","http://www.uga.edu/"
"216","usa","manhattan","kansas state university","ks","66506","8/23/2017","Kansas State University","Manhattan, KS 66506, USA","http://www.k-state.edu/"
"217","usa","bentonville","northwest arkansas cmty col","ar","72712","8/23/2017","Northwest Arkansas Community College","1 College Dr, Bentonville, AR 72712, USA","http://www.nwacc.edu/web/nwacc/home"
"218","usa","orlando","univ of central florida","fl","32816-0001","8/23/2017","University of Central Florida","4000 Central Florida Blvd, Orlando, FL 32816, USA","https://www.ucf.edu/"
"219","usa","new port richey","pasco hernando st coll - npr","fl","34654","8/23/2017","Pasco-Hernando State College","10230 Ridge Rd, New Port Richey, FL 34654, USA","http://phsc.edu/"
"220","usa","dallas","southern methodist univ","tx","75205","8/23/2017","Southern Methodist University","Dallas, TX 75205, USA","http://www.smu.edu/"
"221","usa","wahpeton","north dakota global online campus","nd","58076","8/23/2017","University of North Dakota","Grand Forks, ND 58202, USA","http://www.und.edu/"
"222","usa","clearwater","st petersburg coll-clearwater","fl","33765-2816","8/23/2017","SPC - Clearwater Campus","2465 Drew St, Clearwater, FL 33765, USA","http://www.spcollege.edu/"
"223","usa","wilmington","cape fear community college","nc","28401-3910","8/23/2017","Cape Fear Community College","411 N Front St, Wilmington, NC 28401, USA","http://cfcc.edu/"
"224","usa","colorado springs","univ colorado-colorado sprg","co","80918","8/23/2017","University of Colorado Colorado Springs","1420 Austin Bluffs Pkwy, Colorado Springs, CO 80918, USA","http://www.uccs.edu/"
"225","usa","wausau","north cntrl tech c-wausau","wi","54401-1880","8/23/2017","Northcentral Technical College","1000 W Campus Dr, Wausau, WI 54401, USA","https://www.ntc.edu/"
"226","usa","university park","penn state univ-univ park","pa","16802","8/23/2017","Penn State Undergraduate Admissions","Shields Building, 201 Curtin Rd, University Park, PA 16802, USA","http://mri.psu.edu/"
"227","usa","rock island","augustana college","il","61201","8/23/2017","Augustana College","639 38th St, Rock Island, IL 61201, USA","http://www.augustana.edu/"
"228","usa","tulsa","university of tulsa","ok","74104","8/23/2017","The University of Tulsa","800 S Tucker Dr, Tulsa, OK 74104, USA","http://www.utulsa.edu/"
"229","usa","mankato","mankato state university","mn","56001","8/23/2017","Minnesota State University, Mankato","Mankato, MN 56001, USA","http://www.mnsu.edu/"
"230","usa","macon","central ga tech - macon","ga","31206-3628","8/23/2017","Central Georgia Technical College","3300 Macon Tech Dr, Macon, GA 31206, USA","http://centralgatech.edu/"
"231","usa","dallas","gaston college","nc","28034-1402","8/23/2017","Gaston College","201 US-321, Dallas, NC 28034, USA","http://www.gaston.edu/"
"232","usa","prescott","yavapai college","az","86301","8/23/2017","Yavapai College","1100 E Sheldon St, Prescott, AZ 86301, USA","https://www.yc.edu/"
"233","usa","jacksonville","edward waters college","fl","32209-6167","8/23/2017","Edward Waters College","1658 Kings Rd, Jacksonville, FL 32209, USA","http://www.ewc.edu/"
"234","usa","altamonte springs","seminole state - altamonte spring","fl","32714","8/23/2017","Seminole State College - Altamonte Springs Campus","850 S State Rd 434, Altamonte Springs, FL 32714, USA","http://www.seminolestate.edu/"
"235","usa","chico","cal state u - chico","ca","95929","8/23/2017","California State University, Chico","135 Acker Gym, Chico, CA 95929, USA","http://www.csuchico.edu/"
"236","usa","oroville","butte college","ca","95965","8/23/2017","Butte College","3536 Butte Campus Dr, Oroville, CA 95965, USA","http://www.butte.edu/"
"237","usa","pittsburg","los medanos college","ca","94565","8/23/2017","Los Medanos College","2700 E Leland Rd, Pittsburg, CA 94565, USA","http://www.losmedanos.edu/"
"238","usa","conway","univ of sc - coastal carolina","sc","29526","8/23/2017","Coastal Carolina University","100 Chanticleer Dr E, Conway, SC 29528, USA","http://www.coastal.edu/"
"239","usa","south bend","ivy tech comm coll - south bend","in","46601-3415","8/23/2017","Ivy Tech Community College - South Bend","220 Dean Johnson Blvd, South Bend, IN 46601, USA","http://www.ivytech.edu/"
"240","usa","tyler","tyler junior college","tx","75701","8/23/2017","Tyler Junior College","1327 S Baxter Ave, Tyler, TX 75701, USA","http://www.tjc.edu/"
"241","usa","greensboro","univ of nc - greensboro","nc","27403","8/23/2017","The University of North Carolina at Greensboro","1400 Spring Garden St, Greensboro, NC 27412, USA","http://www.uncg.edu/"
"242","usa","tucson","pima college-west campus","az","85709","8/23/2017","Pima Community College - Downtown Campus","1255 N Stone Ave, Tucson, AZ 85709, USA","https://www.pima.edu/campuses-centers/downtown-campus/index.html"
"243","usa","melrose park","triton college","il","60160","8/23/2017","Triton College Community Center","1708 Main St, Melrose Park, IL 60160, USA","http://www.triton.edu/nuevos-horizontes/"
"244","usa","savannah","armstrong state university","ga","314191997","8/23/2017","Armstrong State University","11935 Abercorn St, Savannah, GA 31419, USA","https://www.armstrong.edu/"
"245","usa","portales","eastern nm univ - portales","nm","88130","8/23/2017","Eastern New Mexico University","1500 S Avenue K, Portales, NM 88130, USA","http://enmu.edu/"
"246","usa","linn","state tech coll of missouri","mo","65051","8/23/2017","State Technical College of Missouri","1 Technology Drive, Linn, MO 65051, USA","http://www.statetechmo.edu/"
"247","usa","dallas","el centro college","tx","75202","8/23/2017","El Centro College","801 Main St, Dallas, TX 75202, USA","http://www.elcentrocollege.edu/"
"248","usa","deerfield","trinity international univ","il","60015-1241","8/23/2017","Trinity International University","2065 Half Day Rd, Bannockburn, IL 60015, USA","http://www.tiu.edu/"
"249","usa","brooksville","pasco-hernando st coll -  north","fl","34601","8/23/2017","Pasco-Hernando State College North Campus","Pasco-Hernando State College North Campus, 11415 Ponce De Leon Boulevard, Brooksville, FL 34601, USA","http://phsc.edu/"
